timesteps,mean_return_mean,mean_return_std,mean_return_smooth_mean,success_rate_mean,success_rate_std,success_rate_smooth_mean,collision_rate_mean,collision_rate_std,collision_rate_smooth_mean,mean_speed_mean,mean_speed_std,mean_speed_smooth_mean
159,-16.783254,1.552436,-14.072754,0.242633,0.019917,0.235176,0.638600,0.010772,0.646791,20.118600,0.048703,20.139020
169,-19.798562,2.742892,-15.504206,0.260433,0.040388,0.241491,0.590567,0.030785,0.632735,20.160967,0.052272,20.144507
179,-18.224378,0.707465,-16.184249,0.282567,0.004655,0.251760,0.626867,0.042268,0.631268,20.181600,0.067354,20.153780
189,-8.829837,3.524211,-14.345646,0.297867,0.030833,0.263286,0.597867,0.024446,0.622917,20.160167,0.021843,20.155377
199,-3.130787,2.537314,-11.541931,0.253767,0.014096,0.260906,0.640967,0.019506,0.627430,20.139067,0.040154,20.151299
209,-1.262457,1.711080,-8.972063,0.316467,0.004100,0.274797,0.591767,0.027267,0.618514,20.147967,0.027913,20.150466
219,-5.295689,2.209415,-8.052969,0.278300,0.060514,0.275672,0.645633,0.028981,0.625294,20.138233,0.070808,20.147408
229,-7.299573,2.721037,-7.864620,0.356900,0.027902,0.295979,0.615233,0.081561,0.622779,20.173200,0.085195,20.153856
239,-11.441347,3.648118,-8.758802,0.303333,0.016383,0.297818,0.598267,0.033424,0.616651,20.101433,0.048437,20.140750
249,-8.219216,2.986566,-8.623905,0.267600,0.017781,0.290263,0.566667,0.003442,0.604155,20.153100,0.100892,20.143838
259,-8.521979,1.571178,-8.598424,0.280567,0.025853,0.287839,0.576700,0.029091,0.597291,20.144033,0.033239,20.143887
269,-1.445359,2.859829,-6.810158,0.320733,0.034334,0.296063,0.600467,0.052978,0.598085,20.184000,0.075348,20.153915
279,-2.275004,4.697491,-5.676369,0.304800,0.012380,0.298247,0.589500,0.025348,0.595939,20.186433,0.098561,20.162045
289,4.975614,1.905212,-3.013373,0.317867,0.012437,0.303152,0.618933,0.030214,0.601687,20.165000,0.083279,20.162783
299,2.702585,5.960674,-1.584384,0.312200,0.023000,0.305414,0.594900,0.039957,0.599991,20.177467,0.053128,20.166454
309,4.466056,3.512892,-0.071774,0.299233,0.009241,0.303869,0.599033,0.019807,0.599751,20.187267,0.074466,20.171657
319,-0.930792,3.135112,-0.286528,0.380867,0.008145,0.323118,0.592433,0.013413,0.597922,20.168500,0.033093,20.170868
329,-3.060282,1.578957,-0.979967,0.313600,0.038885,0.320739,0.573867,0.010003,0.591908,20.197967,0.074649,20.177643
339,-5.645729,1.505553,-2.146407,0.340767,0.040528,0.325746,0.610233,0.018135,0.596489,20.133267,0.149798,20.166549
349,-6.133134,5.216575,-3.143089,0.330933,0.027171,0.327043,0.587633,0.046417,0.594275,20.230867,0.102100,20.182628
359,-10.365825,2.199644,-4.948773,0.320600,0.015975,0.325432,0.532167,0.029897,0.578748,20.181133,0.085695,20.182254
369,-5.985740,1.734642,-5.208015,0.358033,0.038197,0.333582,0.526667,0.018059,0.565728,20.147233,0.116548,20.173499
379,4.677343,3.694337,-2.736675,0.375100,0.012574,0.343962,0.524567,0.038236,0.555438,20.195733,0.030163,20.179058
389,4.246867,2.927940,-0.990790,0.355600,0.030125,0.346871,0.534733,0.023424,0.550261,20.218567,0.047044,20.188935
399,4.081982,4.723829,0.277403,0.312833,0.014331,0.338362,0.557100,0.040860,0.551971,20.266767,0.066273,20.208393
409,1.715974,2.935492,0.637046,0.328500,0.043194,0.335896,0.528000,0.009456,0.545978,20.197833,0.058997,20.205753
419,-2.937571,1.785730,-0.256608,0.357467,0.037790,0.341289,0.573400,0.009582,0.552834,20.195467,0.065279,20.203181
429,-7.404178,6.829356,-2.043501,0.333733,0.038026,0.339400,0.570600,0.021695,0.557275,20.182167,0.036096,20.197928
439,-2.869685,3.147774,-2.250047,0.340433,0.043422,0.339658,0.530967,0.025383,0.550698,20.182567,0.051814,20.194087
449,-1.340123,2.395515,-2.022566,0.382967,0.045461,0.350485,0.561800,0.027126,0.553474,20.208400,0.073883,20.197666
459,0.295511,1.850325,-1.443047,0.401467,0.034982,0.363231,0.566900,0.023421,0.556830,20.120800,0.081836,20.178449
469,5.347043,3.900757,0.254476,0.355333,0.004715,0.361256,0.488967,0.048134,0.539864,20.198367,0.042621,20.183429
479,13.879914,3.525260,3.660835,0.390467,0.038040,0.368559,0.572567,0.025057,0.548040,20.201633,0.116943,20.187980
489,7.936108,3.764388,4.729654,0.374967,0.020921,0.370161,0.537300,0.013562,0.545355,20.169833,0.069603,20.183443
499,8.501648,2.670958,5.672652,0.366733,0.040833,0.369304,0.505700,0.040589,0.535441,20.228067,0.084689,20.194599
509,7.620463,2.156856,6.159605,0.366833,0.011364,0.368686,0.533500,0.018227,0.534956,20.289633,0.122418,20.218358
519,1.829225,2.573054,5.077010,0.414333,0.037891,0.380098,0.518500,0.033219,0.530842,20.149867,0.117652,20.201235
529,-0.911734,2.674970,3.579824,0.404400,0.070008,0.386174,0.552500,0.023477,0.536256,20.146733,0.166513,20.187609
539,3.608760,3.976982,3.587058,0.382967,0.012574,0.385372,0.531767,0.002108,0.535134,20.103400,0.056694,20.166557
549,7.784187,3.088430,4.636340,0.393200,0.033420,0.387329,0.543400,0.017455,0.537200,20.187400,0.104339,20.171768
559,13.069714,1.919260,6.744684,0.408500,0.034880,0.392622,0.547533,0.047537,0.539784,20.214967,0.063834,20.182568
569,15.129056,0.986617,8.840777,0.386333,0.015284,0.391050,0.514600,0.009431,0.533488,20.267167,0.102344,20.203717
579,15.444657,1.645916,10.491747,0.390000,0.012572,0.390787,0.527400,0.039437,0.531966,20.238833,0.129071,20.212496
589,12.893913,0.570250,11.092288,0.404867,0.036591,0.394307,0.513333,0.046735,0.527308,20.254967,0.078914,20.223114
599,10.437788,1.305164,10.928663,0.438700,0.005548,0.405405,0.513367,0.030391,0.523822,20.211867,0.103465,20.220302
609,1.263506,1.481090,8.512374,0.416667,0.004949,0.408221,0.493833,0.027251,0.516325,20.244333,0.059505,20.226310
619,-1.105748,2.384732,6.107843,0.435367,0.020284,0.415007,0.504900,0.019474,0.513469,20.256767,0.093277,20.233924
629,2.518485,1.568635,5.210504,0.407767,0.021798,0.413197,0.506700,0.019049,0.511777,20.213433,0.107111,20.228801
639,7.730261,2.260902,5.840443,0.449733,0.030737,0.422331,0.515367,0.036984,0.512674,20.270300,0.115022,20.239176
649,8.334070,1.485327,6.463850,0.424100,0.014500,0.422773,0.462800,0.032890,0.500206,20.265000,0.106437,20.245632
659,11.904577,0.983679,7.824032,0.404900,0.012850,0.418305,0.504533,0.013371,0.501288,20.246167,0.102621,20.245766
669,11.631855,5.330677,8.775987,0.420400,0.030745,0.418829,0.476700,0.035958,0.495141,20.185967,0.084101,20.230816
679,10.844995,2.355041,9.293239,0.386433,0.033004,0.410730,0.454033,0.005961,0.484864,20.255167,0.048853,20.236904
689,8.462149,4.511852,9.085467,0.443300,0.026684,0.418872,0.444633,0.028872,0.474806,20.219667,0.119539,20.232594
699,3.560910,1.208617,7.704328,0.441367,0.013480,0.424496,0.508700,0.020943,0.483280,20.256667,0.097415,20.238612
709,3.583715,1.483276,6.674174,0.433100,0.035150,0.426647,0.479100,0.054172,0.482235,20.235467,0.131881,20.237826
719,10.312408,1.703903,7.583733,0.409267,0.052905,0.422302,0.460200,0.050033,0.476726,20.280267,0.157170,20.248436
729,9.154363,5.566787,7.976390,0.466400,0.023441,0.433326,0.493100,0.011761,0.480820,20.203733,0.134949,20.237260
739,14.976452,1.726320,9.726406,0.452267,0.028894,0.438061,0.466733,0.005961,0.477298,20.281500,0.120952,20.248320
749,19.593183,4.090948,12.193100,0.462500,0.036530,0.444171,0.475933,0.032722,0.476957,20.322533,0.093203,20.266874
759,21.011097,1.508999,14.397599,0.447333,0.037878,0.444962,0.472633,0.021489,0.475876,20.271200,0.099183,20.267955
769,14.688767,1.545753,14.470391,0.467000,0.016657,0.450471,0.517200,0.036194,0.486207,20.308667,0.098041,20.278133
779,12.458403,2.839855,13.967394,0.459167,0.038242,0.452645,0.459967,0.039721,0.479647,20.235400,0.141552,20.267450
789,6.905230,1.159739,12.201853,0.480800,0.016995,0.459684,0.487367,0.006482,0.481577,20.297167,0.141872,20.274879
799,12.288066,2.186990,12.223406,0.450833,0.018275,0.457471,0.476067,0.005661,0.480199,20.251133,0.118941,20.268943
809,10.744553,4.782007,11.853693,0.498267,0.048468,0.467670,0.468433,0.024437,0.477258,20.210633,0.131824,20.254365
819,13.560083,2.652033,12.280291,0.494600,0.033796,0.474403,0.450733,0.047111,0.470627,20.279867,0.114062,20.260741
829,15.992170,3.402658,13.208261,0.447000,0.014557,0.467552,0.475867,0.012934,0.471937,20.231833,0.128067,20.253514
839,18.075219,1.572866,14.425000,0.492900,0.001899,0.473889,0.431833,0.012226,0.461911,20.182767,0.070174,20.235827
849,18.316050,3.723383,15.397763,0.482267,0.026684,0.475983,0.483700,0.010437,0.467358,20.250733,0.074836,20.239554
859,16.763989,0.467736,15.739319,0.461167,0.010754,0.472279,0.462700,0.006786,0.466194,20.247600,0.148762,20.241565
869,14.248945,1.084089,15.366726,0.421133,0.027517,0.459493,0.458900,0.036321,0.464370,20.277600,0.067714,20.250574
879,10.242555,3.423156,14.085683,0.491400,0.012105,0.467470,0.443033,0.021676,0.459036,20.269267,0.117846,20.255247
889,4.563422,2.353626,11.705118,0.456200,0.037691,0.464652,0.460733,0.038914,0.459460,20.419033,0.100131,20.296194
899,6.692647,4.513649,10.452000,0.484167,0.013074,0.469531,0.432067,0.022127,0.452612,20.226900,0.124606,20.278870
909,8.199750,1.267097,9.888937,0.414100,0.039911,0.455673,0.473200,0.052812,0.457759,20.197400,0.121835,20.258503
919,15.717358,2.719015,11.346042,0.503833,0.019783,0.467713,0.465167,0.026423,0.459611,20.217467,0.111629,20.248244
929,16.616825,2.202431,12.663738,0.510067,0.021626,0.478302,0.456600,0.025277,0.458858,20.273100,0.037293,20.254458
939,17.168945,3.218538,13.790040,0.467400,0.035926,0.475576,0.440633,0.006749,0.454302,20.233133,0.112548,20.249127
949,20.535224,2.665678,15.476336,0.454933,0.026320,0.470415,0.447767,0.033699,0.452668,20.366800,0.105818,20.278545
959,19.535844,0.857445,16.491213,0.492633,0.010846,0.475970,0.467833,0.041469,0.456459,20.267533,0.127450,20.275792
969,13.224297,0.184877,15.674484,0.444867,0.027969,0.468194,0.440967,0.001621,0.452586,20.233133,0.119840,20.265127
979,12.075324,2.130912,14.774694,0.470167,0.028686,0.468687,0.419267,0.031684,0.444256,20.261500,0.150186,20.264221
989,10.612312,0.956140,13.734099,0.498933,0.033422,0.476249,0.450200,0.020836,0.445742,20.263867,0.151393,20.264132
999,14.722309,2.152328,13.981151,0.494267,0.018539,0.480753,0.448167,0.047130,0.446348,20.283600,0.185963,20.268999
1009,15.812830,0.676920,14.439071,0.503167,0.013951,0.486357,0.420933,0.048113,0.439995,20.188800,0.105683,20.248949
1019,21.568172,1.081174,16.221346,0.494567,0.047038,0.488409,0.408467,0.020685,0.432113,20.272500,0.138301,20.254837
1029,22.432001,2.179113,17.774010,0.480433,0.025301,0.486415,0.421333,0.021586,0.429418,20.247267,0.159492,20.252944
1039,26.599596,1.859068,19.980407,0.502533,0.051258,0.490445,0.413767,0.054441,0.425505,20.286733,0.199708,20.261392
1049,18.887796,3.794831,19.707254,0.502300,0.022211,0.493409,0.482100,0.039237,0.439654,20.328567,0.170515,20.278185
1059,15.419626,2.333043,18.635347,0.502067,0.026829,0.495573,0.412733,0.029281,0.432924,20.312467,0.198544,20.286756
1069,19.007083,1.968669,18.728281,0.532167,0.037773,0.504721,0.415400,0.019792,0.428543,20.264000,0.175966,20.281067
1079,14.795686,2.059152,17.745132,0.508533,0.009856,0.505674,0.396067,0.017713,0.420424,20.257400,0.139411,20.275150
1089,12.478143,1.941607,16.428385,0.514367,0.051588,0.507847,0.385533,0.020254,0.411701,20.204900,0.192126,20.257588
1099,19.172786,3.443439,17.114485,0.535233,0.034657,0.514694,0.411967,0.043418,0.411768,20.279867,0.151092,20.263157
1109,19.709058,3.176876,17.763128,0.517200,0.012523,0.515320,0.439067,0.022600,0.418592,20.214167,0.167994,20.250910
1119,19.989294,2.123684,18.319670,0.501833,0.034614,0.511949,0.442567,0.029903,0.424586,20.264233,0.135824,20.254241
1129,17.697535,3.479524,18.164136,0.514533,0.024072,0.512595,0.410600,0.014219,0.421089,20.284533,0.120409,20.261814
1139,17.818816,2.103174,18.077806,0.548400,0.000497,0.521546,0.436333,0.018196,0.424900,20.287300,0.149800,20.268185
1149,13.665840,2.365192,16.974814,0.537400,0.051592,0.525510,0.422600,0.017183,0.424325,20.276533,0.126495,20.270272
1159,12.201769,4.808386,15.781553,0.516033,0.032556,0.523141,0.433233,0.038589,0.426552,20.306333,0.133046,20.279288
1169,10.527100,4.419757,14.467940,0.510200,0.018461,0.519905,0.420533,0.025680,0.425048,20.302700,0.128072,20.285141
1179,15.961486,2.088010,14.841326,0.574700,0.016826,0.533604,0.406067,0.003519,0.420302,20.291000,0.146066,20.286606
1189,18.419080,3.050767,15.735765,0.526233,0.039846,0.531761,0.393300,0.019512,0.413552,20.295267,0.126185,20.288771
1199,21.009457,2.290917,17.054188,0.525567,0.022369,0.530213,0.416067,0.035918,0.414180,20.248433,0.162319,20.278686
1209,25.288164,1.302159,19.112682,0.515033,0.038706,0.526418,0.422033,0.015397,0.416144,20.258500,0.195903,20.273640
1219,23.160473,3.390128,20.124630,0.502567,0.015343,0.520455,0.418000,0.028285,0.416608,20.317600,0.082575,20.284630
1229,23.752641,1.245007,21.031632,0.532733,0.011408,0.523525,0.414433,0.029801,0.416064,20.337267,0.190669,20.297789
1239,17.171696,4.862266,20.066648,0.511733,0.022625,0.520577,0.393367,0.037048,0.410390,20.306767,0.132190,20.300033
1249,16.619992,1.282614,19.204984,0.538233,0.022502,0.524991,0.423100,0.025042,0.413567,20.337167,0.122193,20.309317
1259,17.079355,3.216860,18.673577,0.520833,0.016196,0.523952,0.386033,0.040016,0.406684,20.288167,0.156783,20.304029
1269,16.184488,2.163975,18.051305,0.483200,0.040345,0.513764,0.410500,0.020447,0.407638,20.238067,0.179302,20.287539
1279,21.752244,2.658068,18.976539,0.549533,0.025981,0.522706,0.394533,0.019314,0.404362,20.283633,0.214063,20.286562
1289,26.166541,3.373349,20.774040,0.543333,0.020437,0.527863,0.418067,0.010584,0.407788,20.250100,0.114166,20.277447
1299,24.360603,0.686959,21.670680,0.527400,0.028738,0.527747,0.361500,0.016690,0.396216,20.268233,0.103628,20.275143
1309,23.370997,4.489432,22.095760,0.533133,0.018829,0.529094,0.360333,0.026171,0.387245,20.282533,0.092466,20.276991
1319,22.001365,3.509412,22.072161,0.545900,0.026196,0.533295,0.404333,0.013605,0.391517,20.273867,0.169441,20.276210
1329,17.530521,1.360790,20.936751,0.504000,0.012572,0.525971,0.402833,0.037370,0.394346,20.354767,0.089133,20.295849
1339,15.861198,0.834933,19.667863,0.532500,0.034329,0.527604,0.388367,0.025540,0.392851,20.294067,0.161087,20.295403
1349,11.838525,1.347836,17.710528,0.509900,0.027849,0.523178,0.406500,0.040525,0.396264,20.340867,0.152645,20.306769
1359,15.006793,2.732846,17.034594,0.549267,0.027293,0.529700,0.420467,0.036331,0.402314,20.295933,0.174238,20.304060
1369,18.913820,2.107913,17.504401,0.527267,0.004446,0.529092,0.377633,0.023350,0.396144,20.310567,0.149850,20.305687
1379,20.924804,2.136971,18.359502,0.508200,0.024569,0.523869,0.424067,0.045497,0.403125,20.295600,0.134791,20.303165
1389,20.104659,0.419144,18.795791,0.563200,0.017990,0.533702,0.402833,0.015822,0.403052,20.361567,0.154777,20.317766
1399,25.863338,2.484914,20.562678,0.519133,0.048761,0.530059,0.394500,0.020486,0.400914,20.311767,0.204930,20.316266
1409,23.279747,2.332710,21.241945,0.576167,0.028749,0.541586,0.362633,0.039242,0.391344,20.368700,0.147974,20.329374
1419,18.319347,1.555661,20.511296,0.543233,0.011736,0.541998,0.394167,0.030110,0.392049,20.339200,0.127948,20.331831
1429,17.616260,4.462876,19.787537,0.543133,0.028550,0.542282,0.426600,0.031231,0.400687,20.316300,0.174453,20.327948
1439,18.369440,2.168863,19.433013,0.516733,0.014617,0.535895,0.369067,0.032419,0.392782,20.279000,0.136045,20.315711
1449,20.544967,3.068271,19.711001,0.528500,0.058423,0.534046,0.351833,0.051593,0.382545,20.292000,0.105297,20.309783
1459,21.169520,1.676727,20.075631,0.553333,0.027959,0.538868,0.407267,0.023095,0.388725,20.329733,0.210557,20.314771
1469,25.942353,0.894231,21.542312,0.549833,0.025209,0.541609,0.388833,0.006202,0.388752,20.359767,0.157742,20.326020
1479,24.490653,2.342812,22.279397,0.529800,0.010712,0.538657,0.405300,0.037443,0.392889,20.373833,0.117372,20.337973
1489,29.331839,0.968337,24.042508,0.527867,0.024262,0.535959,0.410500,0.028498,0.397292,20.300833,0.165770,20.328688
1499,28.979291,0.630392,25.276704,0.579567,0.008039,0.546861,0.404567,0.015364,0.399111,20.336400,0.148247,20.330616
1509,22.648525,1.201787,24.619659,0.545100,0.025652,0.546421,0.372667,0.023218,0.392500,20.301267,0.197790,20.323279
1519,19.662052,2.924364,23.380257,0.561400,0.012535,0.550166,0.370267,0.026012,0.386941,20.341933,0.116700,20.327942
1529,16.549241,0.362494,21.672503,0.560200,0.033830,0.552674,0.369700,0.033313,0.382631,20.344533,0.160532,20.332090
1539,18.756466,2.017756,20.943494,0.558067,0.026489,0.554022,0.350767,0.022535,0.374665,20.317733,0.126053,20.328501
1549,21.333715,1.603856,21.041049,0.565067,0.001898,0.556783,0.356200,0.015455,0.370049,20.349467,0.153410,20.333742
1559,23.873661,1.046036,21.749202,0.570000,0.025096,0.560088,0.355967,0.040172,0.366528,20.346967,0.139156,20.337048
1569,26.070958,3.473916,22.829641,0.583067,0.021942,0.565832,0.393033,0.032086,0.373154,20.307433,0.131324,20.329645
1579,26.794685,1.701644,23.820902,0.556267,0.015269,0.563441,0.347333,0.052486,0.366699,20.330133,0.188850,20.329767
1589,26.676924,1.587575,24.534908,0.535667,0.023170,0.556497,0.369967,0.020035,0.367516,20.284867,0.150490,20.318542
1599,24.177457,1.644983,24.445545,0.561367,0.016295,0.557715,0.378867,0.031108,0.370354,20.359367,0.150932,20.328748
1609,16.914464,3.730091,22.562775,0.557967,0.011589,0.557778,0.352633,0.025854,0.365924,20.347233,0.118706,20.333369
1619,14.890637,0.453202,20.644740,0.545733,0.013785,0.554767,0.381767,0.014711,0.369884,20.361533,0.191541,20.340410
1629,15.627869,1.017729,19.390522,0.547300,0.004373,0.552900,0.370200,0.039054,0.369963,20.251467,0.136318,20.318174
1639,19.535518,2.642203,19.426771,0.569833,0.049082,0.557133,0.364633,0.012880,0.368631,20.371533,0.115753,20.331514
1649,22.854453,0.957388,20.283692,0.580300,0.007173,0.562925,0.353967,0.009320,0.364965,20.343533,0.124925,20.334519
1659,27.527138,3.542267,22.094553,0.584067,0.003441,0.568210,0.385600,0.031478,0.370124,20.314100,0.174514,20.329414
1669,26.146606,3.515352,23.107567,0.548767,0.028193,0.563349,0.359700,0.052353,0.367518,20.290700,0.225633,20.319736
1679,22.782341,1.722635,23.026260,0.551967,0.012555,0.560504,0.371500,0.020958,0.368513,20.337200,0.143521,20.324102
1689,25.080277,3.612411,23.539764,0.553433,0.012437,0.558736,0.346800,0.038611,0.363085,20.293100,0.188112,20.316351
1699,22.345415,1.720393,23.241177,0.579033,0.048712,0.563810,0.364933,0.034661,0.363547,20.331400,0.123397,20.320113
1709,20.479891,2.228983,22.550856,0.565367,0.041347,0.564200,0.391167,0.024078,0.370452,20.366633,0.156503,20.331743
1719,20.595650,2.129904,22.062054,0.554433,0.015718,0.561758,0.346667,0.033987,0.364506,20.326967,0.187633,20.330549
1729,22.086502,2.090135,22.068166,0.605900,0.031052,0.572793,0.367167,0.029231,0.365171,20.304667,0.129474,20.324079
1739,28.901334,0.590584,23.776458,0.584867,0.043802,0.575812,0.395367,0.040636,0.372720,20.292033,0.164600,20.316067
1749,28.265947,2.038850,24.898830,0.586833,0.017211,0.578567,0.356100,0.027929,0.368565,20.372067,0.161949,20.330067
1759,29.577778,0.846093,26.068567,0.564967,0.012257,0.575167,0.373733,0.014423,0.369857,20.344600,0.124808,20.333700
1769,27.348384,1.800384,26.388521,0.590233,0.021268,0.578934,0.345433,0.036983,0.363751,20.329167,0.148732,20.332567
1779,24.951002,2.661386,26.029142,0.578033,0.020827,0.578709,0.378033,0.036647,0.367322,20.317667,0.150074,20.328842
1789,20.471848,3.157202,24.639818,0.560933,0.016226,0.574265,0.377400,0.028255,0.369841,20.336867,0.144977,20.330848
1799,19.685442,1.830036,23.401224,0.586167,0.001936,0.577240,0.413400,0.032201,0.380731,20.348200,0.163066,20.335186
1809,18.562949,1.955373,22.191655,0.603767,0.006944,0.583872,0.384600,0.009941,0.381698,20.360400,0.162596,20.341490
1819,19.836073,2.423838,21.602760,0.596800,0.029088,0.587104,0.380233,0.013966,0.381332,20.364400,0.148254,20.347217
1829,24.781271,0.516618,22.397387,0.577733,0.034991,0.584761,0.394600,0.021780,0.384649,20.274167,0.144614,20.328955
1839,23.747902,1.896822,22.735016,0.578400,0.026054,0.583171,0.366400,0.015392,0.380087,20.350467,0.220784,20.334333
1849,27.375574,1.655171,23.895155,0.586800,0.031611,0.584078,0.365267,0.010112,0.376382,20.342467,0.213952,20.336366
1859,22.318993,4.012339,23.501115,0.588433,0.007195,0.585167,0.345600,0.006747,0.368686,20.366833,0.157576,20.343983
1869,23.257685,1.587094,23.440257,0.559500,0.006007,0.578750,0.365067,0.017203,0.367781,20.337933,0.134753,20.342471
1879,21.998366,3.218426,23.079785,0.578933,0.018625,0.578796,0.352967,0.024655,0.364078,20.310300,0.153167,20.334428
1889,15.881491,1.312208,21.280211,0.573800,0.010477,0.577547,0.372100,0.022129,0.366083,20.323433,0.152185,20.331679
1899,21.402834,1.887958,21.310867,0.569433,0.051563,0.575519,0.340533,0.032432,0.359696,20.318433,0.076298,20.328368
1909,22.473298,3.436816,21.601475,0.586533,0.004871,0.578272,0.399133,0.014177,0.369555,20.328267,0.122851,20.328342
1919,24.463649,0.718230,22.317018,0.580933,0.026355,0.578938,0.334233,0.008452,0.360725,20.362133,0.150438,20.336790
1929,28.202814,0.998127,23.788467,0.590767,0.039534,0.581895,0.363633,0.028389,0.361452,20.295733,0.143574,20.326526
1939,30.437791,0.995286,25.450798,0.591233,0.013915,0.584229,0.336600,0.029521,0.355239,20.337233,0.254211,20.329203
1949,28.748162,3.187405,26.275139,0.594733,0.039321,0.586855,0.378733,0.047991,0.361113,20.290933,0.198968,20.319635
1959,27.104886,1.251052,26.482576,0.610200,0.028371,0.592692,0.349167,0.039567,0.358126,20.375033,0.215965,20.333485
1969,25.052822,1.704405,26.125137,0.597000,0.022079,0.593769,0.364700,0.031864,0.359770,20.359833,0.174836,20.340072
1979,23.544164,1.151482,25.479894,0.595767,0.018949,0.594268,0.351467,0.017323,0.357694,20.317200,0.171758,20.334354
1989,21.903877,0.623200,24.585890,0.584267,0.031632,0.591768,0.357667,0.017206,0.357687,20.306300,0.121663,20.327341
1999,24.051452,2.499261,24.452280,0.597633,0.010489,0.593234,0.362200,0.040688,0.358815,20.374433,0.148705,20.339114
2009,24.518466,2.355429,24.468827,0.580233,0.024978,0.589984,0.351600,0.025516,0.357011,20.346633,0.124698,20.340994
2019,25.998752,2.248201,24.851308,0.588667,0.017922,0.589655,0.366367,0.008040,0.359350,20.306433,0.162707,20.332354
2029,29.481527,1.436160,26.008863,0.596267,0.029035,0.591308,0.352867,0.032060,0.357729,20.330733,0.167095,20.331948
2039,28.803683,2.167468,26.707568,0.597833,0.026478,0.592939,0.325500,0.020786,0.349672,20.358967,0.139595,20.338703
2049,25.350095,2.211996,26.368200,0.575633,0.017628,0.588613,0.365067,0.038744,0.353521,20.347400,0.205154,20.340877
2059,22.431093,1.865863,25.383923,0.620000,0.015005,0.596459,0.365667,0.029242,0.356557,20.319033,0.156431,20.335416
2069,22.140350,2.637280,24.573030,0.594100,0.029240,0.595870,0.354133,0.027115,0.355951,20.365433,0.235790,20.342921
2079,21.767972,1.779014,23.871765,0.592333,0.009176,0.594986,0.368033,0.042353,0.358972,20.344467,0.152552,20.343307
2089,18.938598,1.741560,22.638473,0.590733,0.032671,0.593922,0.360533,0.029283,0.359362,20.340933,0.201909,20.342714
2099,23.242243,1.495720,22.789416,0.606267,0.022905,0.597009,0.323267,0.042667,0.350338,20.344900,0.144325,20.343260
2109,23.904976,2.768726,23.068306,0.585600,0.046368,0.594156,0.344100,0.030367,0.348779,20.367700,0.125347,20.349370
2119,28.872388,5.290679,24.519326,0.585433,0.017077,0.591976,0.331867,0.039371,0.344551,20.323033,0.131410,20.342786
2129,28.442328,3.478031,25.500077,0.591133,0.021729,0.591765,0.351633,0.022170,0.346321,20.337367,0.184189,20.341431
2139,25.812891,2.728720,25.578280,0.590433,0.004970,0.591432,0.344767,0.007216,0.345933,20.351533,0.178768,20.343957
2149,23.223481,0.390277,24.989580,0.602300,0.025446,0.594149,0.354333,0.002752,0.348033,20.327400,0.216368,20.339818
2159,23.401372,1.310810,24.592528,0.614733,0.027386,0.599295,0.348533,0.047435,0.348158,20.349267,0.201301,20.342180
2169,22.330945,2.948234,24.027133,0.622367,0.027390,0.605063,0.331933,0.033302,0.344102,20.312633,0.139213,20.334793
2179,24.078239,3.647945,24.039909,0.582967,0.029198,0.599539,0.340400,0.030371,0.343176,20.343233,0.193792,20.336903
