timesteps,mean_return_mean,mean_return_std,mean_return_smooth_mean,success_rate_mean,success_rate_std,success_rate_smooth_mean,collision_rate_mean,collision_rate_std,collision_rate_smooth_mean,mean_speed_mean,mean_speed_std,mean_speed_smooth_mean
669,10.586927,4.422908,11.366460,0.602967,0.062849,0.555478,0.409000,0.013698,0.407874,20.477100,0.172939,20.501695
679,11.899678,3.327826,11.499765,0.549033,0.031286,0.553867,0.375767,0.024752,0.399847,20.557800,0.087205,20.515721
689,15.652288,6.953692,12.537896,0.580967,0.025001,0.560642,0.388700,0.064338,0.397060,20.470900,0.062666,20.504516
699,14.982039,1.609905,13.148932,0.540100,0.064632,0.555506,0.374200,0.043169,0.391345,20.552967,0.057585,20.516629
709,15.034553,3.860295,13.620337,0.562567,0.014714,0.557271,0.386033,0.051515,0.390017,20.599200,0.198048,20.537271
719,13.427827,1.359984,13.572210,0.585500,0.061283,0.564329,0.399300,0.045327,0.392338,20.503500,0.089611,20.528829
729,14.930927,2.401773,13.911889,0.600933,0.014635,0.573480,0.372267,0.036741,0.387320,20.509933,0.056996,20.524105
739,15.386607,3.701923,14.280568,0.580633,0.009169,0.575268,0.379767,0.059937,0.385432,20.488733,0.116525,20.515262
749,14.884558,2.946187,14.431566,0.563433,0.049164,0.572309,0.413067,0.070957,0.392341,20.560600,0.147127,20.526596
759,12.266082,2.357676,13.890195,0.607600,0.038019,0.581132,0.367467,0.027639,0.386122,20.543300,0.107339,20.530772
769,17.120569,5.868986,14.697788,0.577333,0.062077,0.580182,0.366100,0.069233,0.381117,20.515033,0.112086,20.526838
779,17.915307,4.250097,15.502168,0.597867,0.020769,0.584603,0.346700,0.012459,0.372512,20.572733,0.105573,20.538312
789,18.544866,6.832316,16.262842,0.584500,0.036513,0.584578,0.382833,0.052975,0.375093,20.522467,0.075145,20.534350
799,19.671752,2.200731,17.115070,0.576700,0.036808,0.582608,0.363067,0.059771,0.372086,20.523500,0.092432,20.531638
809,21.993478,1.382393,18.334672,0.626300,0.029488,0.593531,0.385300,0.069650,0.375390,20.541567,0.084854,20.534120
819,18.486796,2.493347,18.372703,0.564567,0.062469,0.586290,0.357567,0.047774,0.370934,20.516567,0.050633,20.529732
829,18.010898,3.995559,18.282252,0.609367,0.059350,0.592059,0.306933,0.037900,0.354934,20.554667,0.070362,20.535965
839,21.056434,5.524692,18.975797,0.618300,0.050180,0.598619,0.375300,0.057941,0.360025,20.568433,0.073710,20.544082
849,17.386266,1.339487,18.578414,0.620900,0.006495,0.604190,0.368433,0.052436,0.362127,20.569400,0.130855,20.550412
859,20.004972,2.961135,18.935054,0.604967,0.037370,0.604384,0.349700,0.010324,0.359020,20.485433,0.126750,20.534167
869,18.032818,4.059207,18.709495,0.601533,0.018291,0.603671,0.380433,0.013352,0.364374,20.592467,0.158933,20.548742
879,17.040651,5.317115,18.292284,0.630033,0.019776,0.610262,0.362167,0.029188,0.363822,20.531133,0.110490,20.544340
889,17.849884,2.234185,18.181684,0.610567,0.027366,0.610338,0.369433,0.035229,0.365225,20.560767,0.032131,20.548447
899,19.721532,4.157380,18.566646,0.603800,0.028054,0.608703,0.358967,0.054881,0.363660,20.537400,0.034346,20.545685
909,16.145070,0.797024,17.961252,0.623533,0.001429,0.612411,0.338800,0.035785,0.357445,20.561033,0.128528,20.549522
919,17.871339,1.632451,17.938774,0.620267,0.022058,0.614375,0.344533,0.018218,0.354217,20.580100,0.096550,20.557167
929,18.267269,1.782595,18.020898,0.624067,0.036693,0.616798,0.342400,0.043411,0.351263,20.527767,0.090232,20.549817
939,16.587885,2.464698,17.662645,0.635300,0.043548,0.621423,0.343433,0.032263,0.349306,20.551800,0.120559,20.550312
949,18.262595,4.020671,17.812632,0.617633,0.043672,0.620476,0.352200,0.058243,0.350029,20.544267,0.126167,20.548801
959,18.456661,3.647247,17.973639,0.657233,0.018685,0.629665,0.370933,0.088686,0.355255,20.563933,0.153210,20.552584
969,16.941832,6.099009,17.715687,0.622633,0.022450,0.627907,0.310667,0.055696,0.344108,20.543467,0.094594,20.550305
979,21.165725,5.356759,18.578197,0.630367,0.013998,0.628522,0.345300,0.037341,0.344406,20.536133,0.148257,20.546762
989,21.276111,4.101972,19.252675,0.646167,0.031586,0.632933,0.343900,0.015647,0.344280,20.567300,0.102840,20.551896
999,18.399835,1.476072,19.039465,0.636233,0.029331,0.633758,0.355700,0.025872,0.347135,20.611800,0.157374,20.566872
1009,21.551321,1.285763,19.667429,0.618433,0.035188,0.629927,0.325000,0.031854,0.341601,20.528733,0.127743,20.557338
1019,23.575240,1.850414,20.644382,0.635700,0.044498,0.631370,0.318133,0.030995,0.335734,20.556200,0.167357,20.557053
1029,20.578536,3.249084,20.627921,0.665267,0.048654,0.639844,0.351300,0.028673,0.339626,20.558700,0.121873,20.557465
1039,22.038961,4.215611,20.980681,0.658100,0.027382,0.644408,0.307067,0.033073,0.331486,20.542633,0.094883,20.553757
1049,24.911531,2.683145,21.963393,0.656467,0.039549,0.647423,0.297033,0.014187,0.322873,20.582600,0.154762,20.560968
1059,22.871242,3.734817,22.190355,0.612933,0.048670,0.638800,0.283533,0.019275,0.313038,20.555767,0.086783,20.559667
1069,22.115645,4.095687,22.171678,0.605133,0.034640,0.630384,0.318867,0.048846,0.314495,20.558867,0.125489,20.559467
1079,21.201743,3.021051,21.929194,0.652333,0.007441,0.635871,0.333933,0.054733,0.319355,20.569533,0.104680,20.561984
1089,21.891082,4.152136,21.919666,0.674333,0.024543,0.645487,0.298000,0.038617,0.314016,20.582267,0.210577,20.567055
1099,24.904891,3.796953,22.665972,0.631933,0.018041,0.642098,0.311600,0.033658,0.313412,20.539033,0.194436,20.560049
1109,21.893368,3.988321,22.472821,0.691767,0.030893,0.654515,0.340500,0.034639,0.320184,20.532067,0.163504,20.553054
1119,22.376971,1.846119,22.448859,0.650067,0.030323,0.653403,0.280267,0.018008,0.310205,20.544100,0.069956,20.550815
1129,23.013054,5.036355,22.589908,0.648033,0.008107,0.652061,0.297033,0.057722,0.306912,20.531133,0.084008,20.545895
1139,22.002172,4.028922,22.442974,0.653000,0.035201,0.652296,0.324733,0.049222,0.311367,20.563233,0.130593,20.550229
1149,19.640205,3.581516,21.742282,0.694867,0.028140,0.662938,0.301100,0.041680,0.308800,20.592300,0.152448,20.560747
1159,20.008651,7.672174,21.308874,0.652167,0.040928,0.660245,0.316933,0.063264,0.310834,20.533267,0.108698,20.553877
1169,20.355858,4.602394,21.070620,0.662933,0.019681,0.660917,0.316567,0.046785,0.312267,20.514367,0.112368,20.543999
1179,22.466161,3.040586,21.419505,0.665933,0.036019,0.662171,0.336567,0.058429,0.318342,20.558233,0.188158,20.547558
1189,24.711305,1.623445,22.242455,0.620733,0.033002,0.651812,0.307033,0.035564,0.315515,20.548067,0.152686,20.547685
1199,21.670159,5.945852,22.099381,0.642700,0.042683,0.649534,0.288367,0.028846,0.308728,20.537767,0.175969,20.545205
1209,20.701086,1.723782,21.749807,0.676200,0.039999,0.656200,0.291800,0.037224,0.304496,20.566000,0.071924,20.550404
1219,22.773871,2.784453,22.005823,0.657767,0.032370,0.656592,0.315900,0.033312,0.307347,20.597767,0.109396,20.562245
1229,23.234086,3.807661,22.312889,0.677800,0.014073,0.661894,0.303500,0.024463,0.306385,20.554033,0.093049,20.560192
1239,23.751482,4.671442,22.672537,0.677500,0.043305,0.665795,0.300333,0.021713,0.304872,20.595800,0.163601,20.569094
1249,25.951223,4.666119,23.492209,0.676567,0.014291,0.668488,0.299333,0.024871,0.303487,20.562233,0.087360,20.567379
1259,22.829073,3.912596,23.326425,0.664967,0.030029,0.667608,0.291567,0.071747,0.300507,20.573867,0.127457,20.569001
1269,24.987580,6.705544,23.741714,0.687767,0.027449,0.672648,0.316267,0.010541,0.304447,20.615133,0.146560,20.580534
1279,24.339723,2.535624,23.891216,0.682867,0.048571,0.675202,0.318500,0.053217,0.307960,20.619600,0.127319,20.590300
1289,24.300740,2.436098,23.993597,0.680933,0.020303,0.676635,0.325367,0.036947,0.312312,20.599800,0.220772,20.592675
1299,24.196036,2.956151,24.044207,0.658533,0.026840,0.672110,0.308800,0.052395,0.311434,20.617700,0.101848,20.598931
1309,25.690861,3.881438,24.455870,0.669300,0.031380,0.671407,0.269300,0.037681,0.300900,20.623633,0.188144,20.605107
1319,26.518145,2.802657,24.971439,0.682767,0.018332,0.674247,0.281833,0.049080,0.296134,20.595867,0.122014,20.602797
1329,27.826406,5.042248,25.685181,0.679167,0.051261,0.675477,0.283333,0.026675,0.292934,20.640167,0.181397,20.612139
1339,25.603719,2.514071,25.664815,0.680033,0.030418,0.676616,0.304967,0.060937,0.295942,20.557133,0.143827,20.598388
1349,24.579240,2.409379,25.393422,0.678600,0.056267,0.677112,0.321033,0.039776,0.302215,20.592200,0.130242,20.596841
1359,23.671920,2.409191,24.963046,0.702367,0.036121,0.683426,0.300667,0.055061,0.301828,20.584033,0.096439,20.593639
1369,22.871526,3.240172,24.440166,0.678733,0.017363,0.682253,0.272167,0.030662,0.294412,20.580433,0.180044,20.590338
1379,24.742885,3.641271,24.515846,0.677667,0.011873,0.681106,0.273267,0.021123,0.289126,20.596567,0.131358,20.591895
1389,23.935669,4.206719,24.370801,0.709100,0.020959,0.688105,0.301467,0.030026,0.292211,20.641700,0.128889,20.604346
1399,24.871871,2.302127,24.496069,0.691067,0.029496,0.688845,0.269467,0.019407,0.286525,20.534533,0.125204,20.586893
1409,24.589663,2.256713,24.519467,0.686200,0.047875,0.688184,0.282933,0.059644,0.285627,20.560800,0.127518,20.580370
1419,23.354780,3.234716,24.228295,0.685933,0.037544,0.687621,0.310467,0.050389,0.291837,20.547967,0.182755,20.572269
1429,21.431607,4.900332,23.529123,0.695333,0.030302,0.689549,0.264100,0.057129,0.284903,20.602700,0.164148,20.579877
1439,23.336548,3.252387,23.480979,0.696933,0.047430,0.691395,0.280133,0.042352,0.283710,20.626733,0.176030,20.591591
1449,23.212904,4.858760,23.413961,0.679800,0.010207,0.688496,0.314567,0.067688,0.291424,20.578400,0.102679,20.588293
1459,21.431042,4.564355,22.918231,0.698433,0.027709,0.690981,0.282567,0.048304,0.289210,20.558067,0.160338,20.580737
1469,22.526199,2.881699,22.820223,0.694833,0.029136,0.691944,0.285033,0.052532,0.288166,20.590400,0.128265,20.583152
1479,22.085326,3.194851,22.636499,0.683800,0.038419,0.689908,0.288267,0.017332,0.288191,20.589633,0.135045,20.584773
1489,24.533381,1.719583,23.110719,0.681767,0.025509,0.687873,0.269200,0.043023,0.283443,20.611800,0.152777,20.591529
1499,24.872333,3.415347,23.551123,0.688667,0.023098,0.688071,0.297433,0.038056,0.286941,20.594100,0.191030,20.592172
1509,28.637819,2.538322,24.822797,0.728767,0.025176,0.698245,0.271733,0.042077,0.283139,20.549467,0.121721,20.581496
1519,25.082084,1.820404,24.887618,0.704200,0.029982,0.699734,0.247333,0.051487,0.274188,20.577467,0.123501,20.580488
1529,29.191258,6.742410,25.963528,0.694833,0.022977,0.698509,0.314800,0.051713,0.284341,20.534800,0.108169,20.569066
1539,27.201481,2.423443,26.273016,0.686567,0.040349,0.695523,0.283433,0.043236,0.284114,20.593033,0.144948,20.575058
1549,26.793154,3.488728,26.403051,0.702367,0.021857,0.697234,0.250167,0.039958,0.275627,20.651400,0.191834,20.594144
1559,26.747210,3.278834,26.489091,0.672867,0.016387,0.691142,0.288667,0.032142,0.278887,20.573933,0.137295,20.589091
1569,24.982154,2.222151,26.112357,0.717267,0.040930,0.697673,0.253300,0.044853,0.272490,20.604800,0.128854,20.593018
1579,25.808291,2.550134,26.036340,0.682300,0.030631,0.693830,0.298700,0.043269,0.279043,20.633667,0.117471,20.603180
1589,26.878730,3.246158,26.246938,0.695867,0.021752,0.694339,0.267400,0.052187,0.276132,20.580333,0.171158,20.597469
1599,27.099683,2.874372,26.460124,0.725533,0.014487,0.702138,0.282867,0.058631,0.277816,20.634967,0.119613,20.606843
1609,28.848752,1.303185,27.057281,0.710133,0.019002,0.704137,0.284567,0.032114,0.279503,20.598500,0.131462,20.604757
1619,26.470354,5.481724,26.910549,0.706600,0.030415,0.704752,0.267967,0.039367,0.276619,20.641300,0.125909,20.613893
1629,25.461932,5.159019,26.548395,0.677067,0.053455,0.697831,0.270233,0.056654,0.275023,20.571633,0.134552,20.603328
1639,26.611555,4.425694,26.564185,0.742833,0.011658,0.709082,0.253333,0.028998,0.269600,20.664567,0.146768,20.618638
1649,23.977472,2.384479,25.917507,0.719533,0.030757,0.711695,0.276333,0.033727,0.271284,20.682633,0.109783,20.634637
1659,24.503665,0.956960,25.564046,0.719433,0.021761,0.713629,0.247367,0.027742,0.265304,20.652633,0.134980,20.639136
1669,23.459638,2.223715,25.037944,0.738200,0.028294,0.719772,0.232633,0.019079,0.257137,20.619833,0.125699,20.634310
1679,25.149325,3.007184,25.065789,0.699567,0.030355,0.714721,0.271633,0.021649,0.260761,20.607833,0.120660,20.627691
1689,24.863936,2.584087,25.015326,0.718600,0.031355,0.715690,0.262333,0.023893,0.261154,20.675167,0.140182,20.639560
1699,27.407255,1.772538,25.613308,0.726667,0.019520,0.718435,0.279667,0.048425,0.265782,20.637200,0.156528,20.638970
1709,25.861418,3.026345,25.675336,0.704400,0.009622,0.714926,0.262767,0.024286,0.265028,20.615667,0.122626,20.633144
1719,26.815882,4.129569,25.960472,0.710733,0.026423,0.713878,0.263267,0.015670,0.264588,20.649367,0.188944,20.637200
1729,26.982712,4.134331,26.216032,0.699500,0.038913,0.710283,0.256767,0.040141,0.262633,20.607933,0.124217,20.629883
1739,27.176179,4.215145,26.456069,0.717167,0.034726,0.712004,0.254433,0.048545,0.260583,20.654967,0.160201,20.636154
1749,25.206659,2.068350,26.143716,0.724067,0.032629,0.715020,0.271067,0.033310,0.263204,20.643533,0.137253,20.637999
1759,26.583735,3.029272,26.253721,0.706867,0.031352,0.712981,0.228400,0.020794,0.254503,20.637367,0.101549,20.637841
1769,24.254069,2.802693,25.753808,0.723067,0.007231,0.715503,0.259000,0.035968,0.255627,20.612200,0.111035,20.631431
1779,29.035979,2.468199,26.574351,0.693800,0.018353,0.710077,0.265833,0.055210,0.258179,20.619100,0.166669,20.628348
1789,31.027372,1.451957,27.687606,0.755133,0.009471,0.721341,0.293933,0.042121,0.267117,20.613767,0.174749,20.624703
1799,28.783014,2.893274,27.961458,0.711967,0.021540,0.718998,0.272367,0.073164,0.268430,20.674133,0.146778,20.637060
1809,28.265341,3.536883,28.037429,0.716300,0.034906,0.718323,0.244400,0.062665,0.262422,20.657433,0.124034,20.642154
1819,28.174762,2.490948,28.071762,0.717933,0.036575,0.718226,0.275800,0.049816,0.265767,20.666000,0.151581,20.648115
1829,26.973960,2.300918,27.797312,0.729300,0.013010,0.720994,0.228700,0.048890,0.256500,20.613133,0.119906,20.639370
1839,26.386213,1.339736,27.444537,0.731700,0.011276,0.723671,0.267067,0.034911,0.259142,20.674600,0.161016,20.648177
1849,25.655686,3.080679,26.997324,0.723667,0.028451,0.723670,0.283400,0.051902,0.265206,20.607333,0.109203,20.637966
1859,25.993727,3.071813,26.746425,0.720833,0.029207,0.722961,0.278133,0.033037,0.268438,20.628000,0.179235,20.635475
1869,26.292847,1.936856,26.633030,0.719533,0.017803,0.722104,0.276200,0.043516,0.270379,20.618967,0.166652,20.631348
1879,26.199510,2.384159,26.524650,0.728900,0.034515,0.723803,0.268033,0.044784,0.269792,20.650300,0.118573,20.636086
1889,29.036803,1.384208,27.152689,0.702967,0.038774,0.718594,0.290900,0.015758,0.275069,20.615967,0.121908,20.631056
1899,29.785158,1.080366,27.810806,0.730367,0.039592,0.721537,0.232067,0.020906,0.264319,20.626467,0.103690,20.629909
1909,29.491264,3.115002,28.230920,0.711733,0.057186,0.719086,0.223667,0.019165,0.254156,20.647333,0.147447,20.634265
1919,28.467077,2.878473,28.289959,0.703800,0.033590,0.715265,0.252733,0.048356,0.253800,20.606333,0.106822,20.627282
1929,26.030575,3.608555,27.725113,0.733033,0.013928,0.719707,0.241467,0.038208,0.250717,20.572033,0.152402,20.613470
1939,23.792022,2.340922,26.741840,0.705433,0.018245,0.716138,0.211233,0.030640,0.240846,20.610533,0.124037,20.612736
1949,24.886253,0.947619,26.277944,0.736133,0.010027,0.721137,0.273067,0.013473,0.248901,20.636133,0.208198,20.618585
1959,25.632141,2.902883,26.116493,0.733067,0.031029,0.724120,0.257600,0.030475,0.251076,20.674233,0.189481,20.632497
1969,26.040398,1.333651,26.097469,0.743933,0.033518,0.729073,0.280667,0.049968,0.258474,20.612833,0.126567,20.627581
1979,26.769389,1.588951,26.265449,0.730167,0.035461,0.729346,0.249767,0.016726,0.256297,20.612767,0.112017,20.623878
1989,30.294520,0.626617,27.272717,0.720367,0.030844,0.727101,0.242200,0.014512,0.252773,20.594900,0.149337,20.616633
1999,28.493667,3.567464,27.577955,0.731767,0.026033,0.728268,0.241000,0.033573,0.249829,20.607167,0.155761,20.614267
2009,29.447968,3.959152,28.045458,0.730733,0.049222,0.728884,0.254633,0.029234,0.251030,20.655200,0.107101,20.624500
2019,29.307891,3.012285,28.361066,0.733567,0.028778,0.730055,0.266200,0.028568,0.254823,20.621667,0.137959,20.623792
2029,27.169218,0.947195,28.063104,0.732467,0.008916,0.730658,0.255833,0.058292,0.255075,20.640033,0.170469,20.627852
2039,25.743108,0.401932,27.483105,0.731433,0.019077,0.730852,0.283800,0.033009,0.262257,20.650300,0.164885,20.633464
2049,27.506397,1.185517,27.488928,0.725600,0.008878,0.729539,0.225700,0.028876,0.253117,20.648733,0.105049,20.637281
2059,28.554156,1.261626,27.755235,0.745000,0.027825,0.733404,0.252633,0.037461,0.252996,20.654467,0.116307,20.641578
2069,29.809424,1.019063,28.268782,0.747067,0.014030,0.736820,0.227133,0.043987,0.246531,20.634367,0.156360,20.639775
2079,29.838789,1.050471,28.661284,0.721400,0.031772,0.732965,0.271333,0.055666,0.252731,20.587300,0.160437,20.626656
2089,31.314820,2.157785,29.324668,0.720700,0.046425,0.729899,0.244967,0.056646,0.250790,20.609133,0.191849,20.622275
2099,27.246996,3.695400,28.805250,0.743600,0.019801,0.733324,0.265633,0.039526,0.254501,20.584467,0.105011,20.612823
2109,28.016469,2.170382,28.608055,0.754300,0.028392,0.738568,0.248167,0.031611,0.252917,20.632367,0.126608,20.617709
2119,27.089454,2.486095,28.228405,0.736400,0.016820,0.738026,0.252133,0.014702,0.252721,20.617500,0.119691,20.617657
2129,25.385543,1.313143,27.517689,0.737000,0.040050,0.737769,0.239967,0.022659,0.249533,20.621600,0.168810,20.618643
2139,24.022706,2.494856,26.643944,0.754833,0.029934,0.742035,0.260267,0.032713,0.252216,20.659867,0.142635,20.628949
2149,25.654649,1.538634,26.396620,0.732700,0.024720,0.739702,0.233300,0.024931,0.247487,20.644833,0.121466,20.632920
2159,27.991399,3.157043,26.795315,0.755967,0.020961,0.743768,0.261900,0.057990,0.251090,20.636067,0.161028,20.633707
2169,26.942564,1.067463,26.832127,0.732333,0.036960,0.740909,0.267967,0.035436,0.255309,20.663567,0.184312,20.641172
2179,28.481123,0.914300,27.244376,0.729067,0.025756,0.737949,0.246833,0.031286,0.253190,20.625333,0.137022,20.637212
2189,29.327267,3.410667,27.765099,0.724300,0.030882,0.734536,0.239833,0.011248,0.249851,20.689500,0.165320,20.650284
