init,     2026-04-23 11:48:26.783522
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=52, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     52
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 8, -40.654683,    8, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.965, term collision
train,    7, 184, 22.064970,   44, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train_t,  7, 184, 22.064970,   44, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train,    8, 241, -0.733194,   57, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.768, speed 19.493, term collision
train_t,  8, 241, -0.733194,   57, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.768, speed 19.493, term collision
train,    9, 252, -45.000000,   11, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.192, speed 21.835, term collision
train_t,  9, 252, -45.000000,   11, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.192, speed 21.835, term collision
train,    10, 277, 72.983796,   25, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.208, speed 22.674, term collision
train_t,  10, 277, 72.983796,   25, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.208, speed 22.674, term collision
train,    11, 337, 72.151790,   60, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.265, speed 24.732, term collision
train_t,  11, 337, 72.151790,   60, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.265, speed 24.732, term collision
train,    12, 382, -25.315975,   45, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.432, speed 18.500, term collision
train_t,  12, 382, -25.315975,   45, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.432, speed 18.500, term collision
train,    13, 437, 93.616939,   55, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.873, speed 23.132, term success
train_t,  13, 437, 93.616939,   55, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.873, speed 23.132, term success
train,    14, 439, 32.094890,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.335, term collision
train_t,  14, 439, 32.094890,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.335, term collision
train,    15, 471, 18.050984,   32, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.772, speed 24.877, term success
train_t,  15, 471, 18.050984,   32, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.772, speed 24.877, term success
train,    16, 473, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.930, term collision
train_t,  16, 473, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.930, term collision
train,    17, 525, -22.494212,   52, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 25.150, term collision
train_t,  17, 525, -22.494212,   52, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 25.150, term collision
train,    18, 527, 1.723202,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.313, term collision
train_t,  18, 527, 1.723202,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.313, term collision
train,    19, 529, 58.589068,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.105, speed 20.571, term collision
train_t,  19, 529, 58.589068,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.105, speed 20.571, term collision
train,    20, 597, 123.164142,   68, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.780, term collision
train_t,  20, 597, 123.164142,   68, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.780, term collision
train,    21, 609, -30.086157,   12, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.065, speed 21.936, term collision
train_t,  21, 609, -30.086157,   12, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.065, speed 21.936, term collision
train,    22, 705, 64.161044,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 21.881, term collision
train_t,  22, 705, 64.161044,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 21.881, term collision
train,    23, 750, -10.861713,   45, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.614, speed 21.068, term collision
train_t,  23, 750, -10.861713,   45, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.614, speed 21.068, term collision
train,    24, 752, 125.527626,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.972, term collision
train_t,  24, 752, 125.527626,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.972, term collision
train,    25, 772, 48.650148,   20, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.435, speed 18.500, term collision
train_t,  25, 772, 48.650148,   20, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.435, speed 18.500, term collision
train,    26, 804, 86.907704,   32, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.072, speed 24.708, term collision
train_t,  26, 804, 86.907704,   32, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.072, speed 24.708, term collision
train,    27, 808, 52.521499,    4, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.068, speed 18.500, term collision
train_t,  27, 808, 52.521499,    4, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.068, speed 18.500, term collision
train,    28, 810, -45.000000,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.124, speed 25.562, term collision
train_t,  28, 810, -45.000000,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.124, speed 25.562, term collision
train,    29, 812, 101.358669,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.229, speed 21.254, term collision
train_t,  29, 812, 101.358669,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.229, speed 21.254, term collision
train,    30, 932, 62.334453,  120, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.030, term success
train_t,  30, 932, 62.334453,  120, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.030, term success
train,    31, 1011, 32.293221,   79, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.124, term collision
train_t,  31, 1011, 32.293221,   79, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.124, term collision
train,    32, 1053, 168.060360,   42, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.330, speed 23.665, term success
train_t,  32, 1053, 168.060360,   42, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.330, speed 23.665, term success
train,    33, 1123, 224.439104,   70, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 21.363, term success
train_t,  33, 1123, 224.439104,   70, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 21.363, term success
train,    34, 1168, 68.906961,   45, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.643, speed 24.018, term collision
train_t,  34, 1168, 68.906961,   45, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.643, speed 24.018, term collision
train,    35, 1170, 56.895274,    2, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.241, term collision
train_t,  35, 1170, 56.895274,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.241, term collision
train,    36, 1193, 92.779531,   23, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.596, term collision
train_t,  36, 1193, 92.779531,   23, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.596, term collision
train,    37, 1195, 19.265339,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.043, term collision
train_t,  37, 1195, 19.265339,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.043, term collision
train,    38, 1289, 74.750283,   94, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.680, speed 23.900, term collision
train_t,  38, 1289, 74.750283,   94, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.680, speed 23.900, term collision
train,    39, 1299, 67.444424,   10, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.580, speed 21.817, term collision
train_t,  39, 1299, 67.444424,   10, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.580, speed 21.817, term collision
train,    40, 1395, 138.837936,   96, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.484, term collision
train_t,  40, 1395, 138.837936,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.484, term collision
train,    41, 1487, 13.506032,   92, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.752, speed 23.365, term collision
train_t,  41, 1487, 13.506032,   92, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.752, speed 23.365, term collision
train,    42, 1599, 137.489199,  112, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.654, speed 19.902, term success
train_t,  42, 1599, 137.489199,  112, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.654, speed 19.902, term success
train,    43, 1695, 11.812265,   96, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.532, speed 27.090, term collision
train_t,  43, 1695, 11.812265,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.532, speed 27.090, term collision
train,    44, 1697, -10.070605,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.068, term collision
train_t,  44, 1697, -10.070605,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.068, term collision
train,    45, 1711, -32.403379,   14, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.016, speed 21.508, term collision
train_t,  45, 1711, -32.403379,   14, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.016, speed 21.508, term collision
train,    46, 1732, 4.072315,   21, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.536, speed 25.086, term collision
train_t,  46, 1732, 4.072315,   21, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.536, speed 25.086, term collision
train,    47, 1742, -45.000000,   10, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 23.731, term collision
train_t,  47, 1742, -45.000000,   10, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 23.731, term collision
train,    48, 1854, 44.497632,  112, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.675, speed 22.466, term success
train_t,  48, 1854, 44.497632,  112, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.675, speed 22.466, term success
train,    49, 1950, -12.347225,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.349, term collision
train_t,  49, 1950, -12.347225,   96, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.349, term collision
train,    50, 2022, 145.000000,   72, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.640, speed 24.798, term collision
train_t,  50, 2022, 145.000000,   72, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.640, speed 24.798, term collision
update,   50,    1,   2022, 73.620949, -0.000000
train,    51, 2079, -0.668727,   57, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.307, speed 22.921, term collision
train_t,  51, 2079, -0.668727,   57, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.307, speed 22.921, term collision
train,    52, 2081, 72.232510,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.240, speed 19.784, term collision
train_t,  52, 2081, 72.232510,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.240, speed 19.784, term collision
train,    53, 2083, 85.426596,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.334, term collision
train_t,  53, 2083, 85.426596,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.334, term collision
train,    54, 2113, 57.037143,   30, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.247, speed 23.914, term collision
train_t,  54, 2113, 57.037143,   30, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.247, speed 23.914, term collision
train,    55, 2115, -45.000000,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.191, speed 23.011, term collision
train_t,  55, 2115, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.191, speed 23.011, term collision
train,    56, 2117, -45.000000,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.543, term collision
train_t,  56, 2117, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.543, term collision
train,    57, 2219, 135.787894,  102, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.532, speed 28.800, term success
train_t,  57, 2219, 135.787894,  102, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.532, speed 28.800, term success
train,    58, 2228, -10.954581,    9, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.329, speed 24.287, term collision
train_t,  58, 2228, -10.954581,    9, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.329, speed 24.287, term collision
train,    59, 2230, -17.194680,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.191, speed 22.250, term collision
train_t,  59, 2230, -17.194680,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.191, speed 22.250, term collision
train,    60, 2326, 35.676716,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.511, speed 21.840, term collision
train_t,  60, 2326, 35.676716,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.511, speed 21.840, term collision
train,    61, 2328, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.522, term collision
train_t,  61, 2328, -45.000000,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.522, term collision
train,    62, 2406, 76.434737,   78, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.636, speed 18.500, term collision
train_t,  62, 2406, 76.434737,   78, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.636, speed 18.500, term collision
train,    63, 2425, -32.337163,   19, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.248, speed 22.965, term collision
train_t,  63, 2425, -32.337163,   19, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.248, speed 22.965, term collision
train,    64, 2427, -17.657919,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.139, speed 18.500, term collision
train_t,  64, 2427, -17.657919,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.139, speed 18.500, term collision
train,    65, 2429, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.434, speed 18.500, term collision
train_t,  65, 2429, -45.000000,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.434, speed 18.500, term collision
train,    66, 2449, -39.390227,   20, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.873, term collision
train_t,  66, 2449, -39.390227,   20, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.873, term collision
train,    67, 2569, 20.491213,  120, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.515, speed 22.953, term success
train_t,  67, 2569, 20.491213,  120, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.515, speed 22.953, term success
train,    68, 2571, 3.917911,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.655, term collision
train_t,  68, 2571, 3.917911,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.655, term collision
train,    69, 2573, 78.507026,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.272, speed 20.782, term collision
train_t,  69, 2573, 78.507026,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.272, speed 20.782, term collision
train,    70, 2575, 43.842800,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.487, speed 21.184, term collision
train_t,  70, 2575, 43.842800,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.487, speed 21.184, term collision
train,    71, 2604, 20.810891,   29, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.679, term collision
train_t,  71, 2604, 20.810891,   29, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.679, term collision
train,    72, 2606, 29.873744,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.321, speed 22.324, term collision
train_t,  72, 2606, 29.873744,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.321, speed 22.324, term collision
train,    73, 2608, -41.174778,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.290, speed 18.500, term collision
train_t,  73, 2608, -41.174778,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.290, speed 18.500, term collision
train,    74, 2612, 62.271358,    4, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.751, term collision
train_t,  74, 2612, 62.271358,    4, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.751, term collision
train,    75, 2732, 115.007757,  120, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.644, speed 20.838, term success
train_t,  75, 2732, 115.007757,  120, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.644, speed 20.838, term success
train,    76, 2775, -0.809165,   43, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.525, speed 25.963, term collision
train_t,  76, 2775, -0.809165,   43, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.525, speed 25.963, term collision
train,    77, 2777, 5.130604,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.151, speed 18.500, term collision
train_t,  77, 2777, 5.130604,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.151, speed 18.500, term collision
train,    78, 2779, 30.329467,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.135, term collision
train_t,  78, 2779, 30.329467,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.135, term collision
train,    79, 2875, 74.997813,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.365, speed 23.686, term collision
train_t,  79, 2875, 74.997813,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.365, speed 23.686, term collision
train,    80, 2891, 13.979558,   16, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.908, term collision
train_t,  80, 2891, 13.979558,   16, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.908, term collision
train,    81, 2893, 72.755852,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.020, speed 21.261, term collision
train_t,  81, 2893, 72.755852,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.020, speed 21.261, term collision
train,    82, 2895, 42.447515,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.245, term collision
